Image_ID, shops shutter,Bike,Motor Bike,Flower,Flower box,Grass,Plant cover,Path and sidewalk,Person in group,Person standing,Person sitting,Trees with oval shape,Water,Trees with columnar shape,Autos,Sky,Palm trees,Dome,Sunshade,merge_E_H_N,merge_B_C_D_,Wall_pixels
ChbaghR,69693.0,0.0,0.0,0.0,0.0,0.0,2716.0,198219.0,0.0,9716.0,0.0,0.0,155.0,48691.0,0.0,204.0,0.0,0.0,0.0,0.0,5563.0,0.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,25322.0,3191.0,378607.0,0.0,1884.0,0.0,0.0,10296.0,402193.0,0.0,1655.0,0.0,0.0,0.0,21935.0,0.0,0.0
ChbaghR,0.0,1287.0,5147.0,0.0,0.0,27.0,33158.0,296193.0,0.0,10663.0,0.0,0.0,0.0,171538.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0
ChbaghR,6.0,0.0,0.0,0.0,0.0,1714.0,15228.0,8320.0,16669.0,4490.0,0.0,0.0,186.0,900.0,0.0,0.0,0.0,0.0,49.0,60.0,85263.0,134920.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,19.0,56523.0,334886.0,0.0,24116.0,0.0,0.0,0.0,146377.0,0.0,3471.0,0.0,0.0,0.0,0.0,255.0,215.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,0.0,17423.0,124067.0,0.0,698.0,0.0,0.0,615.0,44883.0,0.0,15.0,0.0,0.0,0.0,2064.0,754.0,15113.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275.0,16978.0,343.0,0.0,0.0,0.0,13118.0,0.0,601.0,0.0,0.0,187472.0,109350.0,1030.0,217922.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,103.0,44739.0,345277.0,0.0,11501.0,0.0,0.0,2725.0,125622.0,0.0,10310.0,0.0,0.0,0.0,392.0,0.0,0.0
ChbaghR,0.0,0.0,0.0,0.0,0.0,0.0,8444.0,62130.0,0.0,4929.0,0.0,0.0,31.0,36080.0,0.0,0.0,0.0,0.0,24393.0,294.0,2065.0,130620.0
ChbaghR,17707.0,0.0,0.0,0.0,0.0,0.0,0.0,274436.0,123.0,6542.0,0.0,0.0,256.0,78219.0,0.0,0.0,25208.0,0.0,0.0,9515.0,4659.0,10288.0
